What is your gender identity?,What is your race/ethnicity?,What was the highest mathematics course that you took before your current Calculus I course?,Pick the field that is closest to what you want to do after graduating. Select all that apply.,Do you plan to take Calculus II?,"If you answered no or maybe, why not?"
"""Cis-gender man (male at birth, identify as a man)""",Indigenous/Native American/Native Alaskan (non-Hispanic/Latinx),Other:,Environmental science/studies,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Earth and/or space science,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Social sciences,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,AP Calculus AB or equivalent,Social services,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,English/communication,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Other:,Chemistry,No,I changed my major and now do not need to take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Biology,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Other:,Other:,Visual arts,No,"To do well in Calculus II, I would need to spend more timeand effort than I can afford."
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Social sciences,No,I don't think I understand the ideas of Calculus I well enoughto take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Business/finance,No,Other:
"""Cis-gender man (male at birth, identify as a man)""",Other:,Other:,Medicine/health,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Medicine/health,No,"To do well in Calculus II, I would need to spend more timeand effort than I can afford."
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Modern language,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Mathematics,No,I don't think I understand the ideas of Calculus I well enoughto take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Visual arts,No,Other:
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Business/finance,No,I don't think I understand the ideas of Calculus I well enoughto take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,Algebra 2 or College Algebra,Economics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,AP Calculus AB or equivalent,Economics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,Other:,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,Other:,Earth and/or space science,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,AP Calculus BC or equivalent,Chemistry,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Performing arts,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Modern language,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Medicine/health,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Medicine/health,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Philosophy,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Social sciences,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,Pre-calculus or Trigonometry,Social sciences,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Computer Science/technology,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Education,No,"To do well in Calculus II, I would need to spend more timeand effort than I can afford."
"""Cis-gender man (male at birth, identify as a man)""",Asian/Asian American (non-Hispanic/Latinx),Other:,Modern language,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Biology,No,I don't think I understand the ideas of Calculus I well enoughto take Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,English/communication,No,I changed my major and now do not need to take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,AP Calculus AB or equivalent,Law/government,No,It is not required for my major / I have toomany other courses that I need to complete.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Chemistry,No,It is not required for my major / I have toomany other courses that I need to complete.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Environmental science/studies,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Philosophy,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Other:,Pre-calculus or Trigonometry,Chemistry,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Modern language,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,AP Calculus AB or equivalent,Engineering/architecture,No,"To do well in Calculus II, I would need to spend more timeand effort than I can afford."
"""Cis-gender woman (female at birth, identify as a woman)""",Hispanic/Latinx,Algebra 2 or College Algebra,Computer Science/technology,No,Other:
"""Cis-gender man (male at birth, identify as a man)""",Other:,Other:,Business/finance,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Mathematics,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Modern language,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Performing arts,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Other:,Business/finance,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Asian/Asian American (non-Hispanic/Latinx),AP Calculus AB or equivalent,Performing arts,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Medicine/health,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,Pre-calculus or Trigonometry,Social services,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Biology,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Economics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Environmental science/studies,No,My experience in Calculus I made me decide not to take Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Law/government,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,Pre-calculus or Trigonometry,Social sciences,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Environmental science/studies,No,It is not required for my major / I have toomany other courses that I need to complete.
"""Cis-gender man (male at birth, identify as a man)""",Other:,Other:,Mathematics,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Asian/Asian American (non-Hispanic/Latinx),Other:,Education,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Mathematics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Mathematics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Mathematics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Philosophy,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Other:,Environmental science/studies,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Hispanic/Latinx,Pre-calculus or Trigonometry,Philosophy,No,My grade in Calculus I was not good enough to continue to Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus AB or equivalent,Law/government,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Economics,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Other:,AP Calculus AB or equivalent,Law/government,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Environmental science/studies,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,AP Calculus AB or equivalent,Chemistry,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Asian/Asian American (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Engineering/architecture,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Social sciences,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Pre-calculus or Trigonometry,Economics,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Hispanic/Latinx,Other:,Social services,No,It is not required for my major / I have toomany other courses that I need to complete.
"""Cis-gender man (male at birth, identify as a man)""",Asian/Asian American (non-Hispanic/Latinx),Algebra 2 or College Algebra,Social services,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Computer Science/technology,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Asian/Asian American (non-Hispanic/Latinx),Algebra 2 or College Algebra,Computer Science/technology,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),Algebra 2 or College Algebra,Visual arts,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Social sciences,No,My experience in Calculus I made me decide not to take Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",White (non-Hispanic/Latinx),AP Calculus BC or equivalent,Philosophy,No,"To do well in Calculus II, I would need to spend more timeand effort than I can afford."
"""Cis-gender man (male at birth, identify as a man)""",White (non-Hispanic/Latinx),Other:,Social services,Yes,n/a - I am taking Calculus II.
"""Cis-gender man (male at birth, identify as a man)""",Other:,Other:,Performing arts,Yes,n/a - I am taking Calculus II.
"""Cis-gender woman (female at birth, identify as a woman)""",Other:,Other:,Visual arts,No,I changed my major and now do not need to take Calculus II.
